smiles	zinc_id	inchikey	mwt	logp	reactive	purchasable	tranche_name	features
NC(=O)C[C@@H](NC(=O)F)C(=O)O	1881053210	MDDRBPPPRZEMDN-UWTATZPHSA-N	178.119	-1.006	50	10	AAGE	
NNC(=O)CN1C[C@@H]2CCO[C@@H]2C1	1954075993	YFJQNVVAAVEIGJ-NKWVEPMBSA-N	185.227	-1.303	50	10	AAGE	
NNC(=O)[C@H]1C=CCCN1	1968304172	BKZYWUMSAWTTAS-RXMQYKEDSA-N	141.174	-1.106	50	10	AAGE	
CC#CCN=c1ncc(B(O)O)c[nH]1	2210061444	UUJZMRFEJYWRBJ-UHFFFAOYSA-N	190.999	-1.987	50	10	AAGE	
C[C@@H](CN)Nc1ncc(B(O)O)cn1	2210068520	UHAQORGDVURKFD-YFKPBYRVSA-N	196.019	-2.085	50	10	AAGE	
CN(C(=O)C#CB(O)O)[C@@H]1CC[C@H]1N	2241478645	JLPHDRRFGLEPKT-RNFRBKRXSA-N	196.015	-2.050	50	10	AAGE	
C[C@H]1C[C@@H](N)CN1C(=O)C#CB(O)O	2241479085	RATZOZIWVKIEJQ-NKWVEPMBSA-N	196.015	-2.050	50	10	AAGE	
CN(O)C(=O)c1nccnc1B(O)O	2241502444	KGCMYGOKSBZUCX-UHFFFAOYSA-N	196.959	-2.382	50	10	AAGE	
NNC(=O)[C@H](O)[C@H](O)[C@@H](O)CO	17313271	GQRGREOAXWDDQQ-PZGQECOJSA-N	180.160	-3.949	50	10	AAGE	
COc1cnc(CC#N)c(B(O)O)c1	238403687	BWSHKNJTZACZJA-UHFFFAOYSA-N	191.983	-1.164	50	10	AAGE	
C[C@]1(B(O)O)NC(=O)NC1=O	238453012	CUZPZXKGDHCXSK-BYPYZUCNSA-N	157.922	-2.404	50	10	AAGE	
O=CNNC(=O)c1ccc(=O)[nH]n1	306400285	MYVHCKANXGDYDF-UHFFFAOYSA-N	182.139	-1.839	50	10	AAGE	
CN(C)CCNCC(=O)NN(C)C	695414384	NURMFEUWGBKQAR-UHFFFAOYSA-N	188.275	-1.270	50	10	AAGE	
NNC(=O)[C@]12CCOC[C@@H]1CNC2	715428109	YLYJOGAXWSWYLQ-XPUUQOCRSA-N	185.227	-1.398	50	10	AAGE	
CN(CC(=O)NN)C1(CO)CC1	1880983462	ZRVFIRSEAZKFAZ-UHFFFAOYSA-N	173.216	-1.567	50	10	AAGE	
CO[C@@H]1CN[C@H](C(=O)NN)[C@H]1OC	1884169510	DKRWOLJOAXVQHA-SRQIZXRXSA-N	189.215	-2.022	50	10	AAGE	
CN1CCC[C@@](N)(B(O)O)C1	1953252815	WLHWPKMZPQHWKG-LURJTMIESA-N	158.010	-1.579	50	10	AAGE	
CN1CCN(CC(=O)NN)C(=O)C1	1954036488	DNAPOYLRXRSOSH-UHFFFAOYSA-N	186.215	-2.250	50	10	AAGE	
CCONC(=O)C#CB(O)O	2241469024	YVHQVMOYABLLCP-UHFFFAOYSA-N	156.934	-1.931	50	10	AAGE	
NCCNC(=O)c1cc(B(O)O)co1	2241751229	DZBHYWUHSSVABQ-UHFFFAOYSA-N	197.987	-2.352	50	10	AAGE	
C[C@H](NCCC#N)C(=O)NN	39136632	ZTXZACNAOXOSLD-YFKPBYRVSA-N	156.189	-1.132	50	10	AAGE	
CCN(CCN(C)C)CC(=O)NN	58846137	QIJAFERRRBCIET-UHFFFAOYSA-N	188.275	-1.140	50	10	AAGE	
NNC(=O)Cn1ncccc1=O	71773353	XSURMJLADGCFLX-UHFFFAOYSA-N	168.156	-1.767	50	10	AAGE	
CC(=O)NN/C(N)=C/C#N	104650175	LRVKFVSIGSSOSJ-GORDUTHDSA-N	140.146	-1.049	50	10	AAGE	
OC[C@H]1O[C@@H](Cl)[C@@H](O)[C@H]1O	146781028	ZKHGIPARYPCVPA-MGCNEYSASA-N	168.576	-1.336	50	10	AAGE	
OB(O)c1cccc(B(O)O)n1	200997198	GEBJUCSNPWQKIM-UHFFFAOYSA-N	166.738	-3.559	50	10	AAGE	
OCc1ccc(CO)c(B(O)O)c1	204765033	XTTUQWJQUDOQLW-UHFFFAOYSA-N	181.984	-1.649	50	10	AAGE	
C[C@@H](C(=O)NN)N1CC[C@@H](CO)C1	226494455	MMVLFHUBOLVYBQ-NKWVEPMBSA-N	187.243	-1.321	50	10	AAGE	
O=Cc1ncc(O)cc1B(O)O	238619333	HTTKFXGUOKOZGB-UHFFFAOYSA-N	166.929	-1.721	50	10	AAGE	
CC[C@@H](C(=O)NN)N1CC[C@@H](N)C1	306479410	DFAPRFWWQCHHTN-RQJHMYQMSA-N	186.259	-1.212	50	10	AAGE	
CC(=O)N(C)c1ccc(B(O)O)cn1	714028936	PMWXOLCRQOMJPI-UHFFFAOYSA-N	193.999	-1.256	50	10	AAGE	
OB(O)c1cnn(CC[C@@H]2CO2)c1	718491041	KXMMBFGHHCEMDA-SSDOTTSWSA-N	181.988	-1.648	50	10	AAGE	
CNNC(=O)c1nnn(C)c1C	885308717	YVEUMNMKGWUVQU-UHFFFAOYSA-N	169.188	-1.012	50	10	AAGE	
NNC(=O)C(=O)N1CC(C2CC2)C1	1933050356	BXXRJHBIXDWUQF-UHFFFAOYSA-N	183.211	-1.155	50	10	AAGE	
Cc1cnc(NN)cc1B(O)O	2209094097	NRXKMLTUDCCWKE-UHFFFAOYSA-N	166.977	-1.645	50	10	AAGE	
CNC(=O)C1(B(O)O)CC1	2241473449	KOJAYGVUZAOGPO-UHFFFAOYSA-N	142.951	-1.261	50	10	AAGE	
C=C(CS(=O)(=O)O)B(O)O	2241492705	DXTNQJPYJJLJFW-UHFFFAOYSA-N	165.963	-1.558	50	10	AAGE	
Cc1ccnc(C(=O)NO)c1B(O)O	2241583630	AWYFXNNWQOXANJ-UHFFFAOYSA-N	195.971	-1.811	50	10	AAGE	
C[C@@H](C(=O)NN)N1CC[C@H](O)[C@H]1C	2242160543	QTIYPDGGRSXPFC-VQVTYTSYSA-N	187.243	-1.180	50	10	AAGE	
NNC(=O)Nc1nccnn1	165209041	COXQUGOTQYOBFM-UHFFFAOYSA-N	154.133	-1.133	50	10	AAGE	
NC(=O)Nc1ccc(B(O)O)cc1	200994718	FGZMBFMSWMKKBJ-UHFFFAOYSA-N	179.972	-1.143	50	10	AAGE	
Nc1cccc(B(O)O)c1CO	204729757	JWADPMWJBLFQKP-UHFFFAOYSA-N	166.973	-1.559	50	10	AAGE	
O[C@H]1CN(C[C@@H](O)CCl)C[C@H]1O	236518951	OBNCKRPKADTZHT-LYFYHCNISA-N	195.646	-1.377	50	10	AAGE	
CN(C)c1cc(F)c(B(O)O)cn1	238309434	PQTMJUGMRJJWRP-UHFFFAOYSA-N	183.979	-1.034	50	10	AAGE	
COc1nc(B(O)O)cnc1N	238352134	UVRZWHBSQBFJAI-UHFFFAOYSA-N	168.949	-2.253	50	10	AAGE	
N#Cc1cc(B(O)O)cnc1O	238635117	GUBWMPJXVQQXKP-UHFFFAOYSA-N	163.929	-1.661	50	10	AAGE	
CO[C@@H]1C(C#N)=C[C@H](O)[C@@H](O)[C@@H]1O	306291255	QXDLLPJMUFXFAE-FKSUSPILSA-N	185.179	-1.452	50	10	AAGE	
CN(C)NC(=O)[C@@]1(O)CCNC1	1880975655	NENULZFPPFITFN-SSDOTTSWSA-N	173.216	-1.696	50	10	AAGE	
CN1CC(Cn2cc(B(O)O)cn2)C1	1897111841	SCIFESMPKKHGKM-UHFFFAOYSA-N	195.031	-1.876	50	10	AAGE	
O=CN1CC[C@H](B(O)O)C1	2208925495	GNMRFINTHJXEPO-YFKPBYRVSA-N	142.951	-1.309	50	10	AAGE	
O=C(F)NC[C@@H]1NC[C@H](O)[C@H]1O	2209007744	FLTQLZABCPBLGT-YUPRTTJUSA-N	178.163	-1.641	50	10	AAGE	
O=C(C#CB(O)O)N[C@@H]1CCONC1	2241468644	ROXTVJWASMMGDJ-ZCFIWIBFSA-N	197.987	-2.589	50	10	AAGE	
O=C(C#CB(O)O)NCc1ccoc1	2241468838	VQMRJUHHIPASLC-UHFFFAOYSA-N	192.967	-1.089	50	10	AAGE	
NNC(=O)c1ccncc1B(O)O	2241471524	JZJINSPHEJDHFD-UHFFFAOYSA-N	180.960	-2.635	50	10	AAGE	
C[C@H]1NCC[C@@H]1NC(=O)C#CB(O)O	2241476416	RWUNJVJZZQJJLJ-RQJHMYQMSA-N	196.015	-2.132	50	10	AAGE	
CC1(O)CN(C(=O)[C@H]2C[C@H]2B(O)O)C1	2241481719	XXZNASCVZHZHAW-NTSWFWBYSA-N	199.015	-1.558	50	10	AAGE	
CC[C@@H](CO)NCCC(=O)NN	58847967	NIVJALLPGOMJOZ-LURJTMIESA-N	175.232	-1.273	50	10	AAGE	
C[C@@H](C(=O)NN)N(C)CCO	82468838	RHZWGOQSVRXFJW-YFKPBYRVSA-N	161.205	-1.711	50	10	AAGE	
C[C@@H](N)C(=O)NN(C)C	147240744	QSUHSTBECLPSNP-SCSAIBSYSA-N	131.179	-1.074	50	10	AAGE	
OB(O)[C@H]1CCC[C@H]1B(O)O	225016923	XTUNCRCDQALZKE-SYDPRGILSA-N	157.771	-1.144	50	10	AAGE	
CC(=O)NN[C@@H]1CCOC1=O	306444563	PHOMRESJVLKHNZ-RXMQYKEDSA-N	158.157	-1.057	50	10	AAGE	
CC(C)C(=O)NNC(=O)C(=O)O	306447655	FWFCAWQAEKRIDF-UHFFFAOYSA-N	174.156	-1.126	50	10	AAGE	
COCC1(O)CN(C(=O)NN)C1	307618082	SLNABRJSNLSUFK-UHFFFAOYSA-N	175.188	-1.737	50	10	AAGE	
C[C@H](C(=O)NN)N1CC[C@H]1C(N)=O	757145151	KSYKAKQSHWLLJO-UHNVWZDZSA-N	186.215	-2.076	50	10	AAGE	
CNNC(=O)C1COCCOC1	1881570509	FVGZQUHOSSUIDK-UHFFFAOYSA-N	174.200	-1.100	50	10	AAGE	
NNC(=O)CN1CC[C@H]2COC[C@H]21	1883765353	SQVXJPBXRJEXDR-NKWVEPMBSA-N	185.227	-1.303	50	10	AAGE	
CN(C[C@@H]1CCO1)C(=O)C#CB(O)O	1889800011	RDMBZBJLQHNWCM-ZETCQYMHSA-N	196.999	-1.751	50	10	AAGE	
Cn1nccc1[C@](C)(N)B(O)O	1931404553	QCFMRMWFFSLGDL-LURJTMIESA-N	168.993	-1.394	50	10	AAGE	
C[C@H]1C[C@H]1N(C)C(=O)C(=O)NN	1953722972	PEVOGUZMAFEWRA-CRCLSJGQSA-N	171.200	-1.157	50	10	AAGE	
C[C@@H](N)CCCNC(=O)C#CB(O)O	2241472347	QUPMONMKORVSHP-SSDOTTSWSA-N	198.031	-1.755	50	10	AAGE	
CN(CC(F)F)C(=O)C#CB(O)O	2241478500	GSEMBYMJADLOGB-UHFFFAOYSA-N	190.942	-1.275	50	10	AAGE	
O=C(C#CB(O)O)NCC1(O)CNC1	2241478572	ICAQCTRQZLINDQ-UHFFFAOYSA-N	197.987	-3.548	50	10	AAGE	
CN(CCN)C(=O)[C@H]1C[C@@H]1B(O)O	2241481135	PBAIYZMWHDZBGX-WDSKDSINSA-N	186.020	-1.734	50	10	AAGE	
C[C@H](NC(=O)[C@@H](C)N)C(=O)NN	1607137	JAQCEEILYYPRPQ-DMTCNVIQSA-N	174.204	-2.172	50	10	AAGE	
C[C@@H]1CN(CC(=O)NN)CCN1C	82485309	IGGJKSQFJXPZAD-SSDOTTSWSA-N	186.259	-1.388	50	10	AAGE	
N[C@@H](CO)C(=O)NCCCl	104718894	JWWSHRXEQXZYMN-BYPYZUCNSA-N	166.608	-1.339	50	10	AAGE	
NNC(=O)NCCNC(N)=O	133441728	UQKLDPXGICDCLX-UHFFFAOYSA-N	161.165	-2.172	50	10	AAGE	
O=C1O[C@](O)(C(=O)O)[C@H](Cl)[C@H]1O	250643307	IIWZHTBAZWRJHP-DJAXBRLMSA-N	196.542	-1.715	50	10	AAGE	
O=CNNC(=O)c1cc[n+]([O-])cc1	306466111	KJLMBZJSKSEZLV-UHFFFAOYSA-N	181.151	-1.289	50	10	AAGE	
COC(=O)C1=C(N)/C(=C\C=O)NC1=O	306799005	DWFZGUWUKLLAQI-DUXPYHPUSA-N	196.162	-1.415	50	10	AAGE	
CCCNC(=O)NNC(=O)C(N)=O	379395602	BRGKBCNXOFOEKA-UHFFFAOYSA-N	188.187	-1.788	50	10	AAGE	
CCOCCn1ccc(B(O)O)n1	694276703	PJLFYWMCQHZFLW-UHFFFAOYSA-N	184.004	-1.401	50	10	AAGE	
NNC(=O)[C@H]1C[C@@H]1CN1CCNCC1	885909439	PFHARKRPACITMR-SFYZADRCSA-N	198.270	-1.482	50	10	AAGE	
O=C(NCB(O)O)[C@@H]1C[C@H]1CF	1881199597	IYEGDVQLYMYVOA-CRCLSJGQSA-N	174.968	-1.280	50	10	AAGE	
CO[C@H]1C[C@H]1C(=O)NCC#CB(O)O	1895148190	GPVXOCDHLKTFCA-RQJHMYQMSA-N	196.999	-1.847	50	10	AAGE	
C[C@@H](C(=O)NNC(N)=O)N(C)C	1931432450	IAEDLVCEBFSSDA-BYPYZUCNSA-N	174.204	-1.364	50	10	AAGE	
C[C@H](O)[C@H]1C[C@H]1NC(=O)C#CB(O)O	2241468790	UZYJLORTNBAKEP-RRKCRQDMSA-N	196.999	-2.113	50	10	AAGE	
C#C[C@H](C)NC(=O)[C@H]1C[C@H]1B(O)O	2241479414	XNRGQFWVNGRACX-LYFYHCNISA-N	181.000	-1.013	50	10	AAGE	
Cc1cnc(C(=O)O)c(B(O)O)c1	2241493025	IQVNWFUFDYFMFF-UHFFFAOYSA-N	180.956	-1.232	50	10	AAGE	
NNC(=O)CN1CCC[C@H](O)C1	82470419	LEWPLAKEABAXCM-LURJTMIESA-N	173.216	-1.567	50	10	AAGE	
NNC(=O)[C@@H]1CCCS1(=O)=O	212759286	YHTBOZFDTQTRFM-BYPYZUCNSA-N	178.213	-1.447	50	10	AAGE	
Cc1nccnc1B(O)O	238500861	YQPFRFQDDIQJLJ-UHFFFAOYSA-N	137.935	-1.535	50	10	AAGE	
Nc1cc(B(O)O)cc(C2(N)CC2)c1	238586285	XAMOIYSDNQXZDQ-UHFFFAOYSA-N	192.027	-1.104	50	10	AAGE	
O=CC1=CC(=O)[C@@H]2O[C@@H]2[C@@H]1O	238688630	QOYPXUBTGNKJBY-DSYKOEDSSA-N	154.121	-1.177	50	10	AAGE	
C[C@@H]1C[C@@H](O)CN1CCC(=O)NN	306689933	AEQGREIZQTVXNX-RNFRBKRXSA-N	187.243	-1.179	50	10	AAGE	
CC(=O)N1C[C@H](F)C[C@@H]1C(=O)NN	306745110	ZNPWPEFPRLOPFS-PHDIDXHHSA-N	189.190	-1.065	50	10	AAGE	
NC(=O)NNC(=O)C1[C@H]2COC[C@H]12	306800545	OTRDWPGFQHVPOW-IMJSIDKUSA-N	185.183	-1.422	50	10	AAGE	
Cn1ncc(CB(O)O)n1	306918814	AQBAUHIPHLECKZ-UHFFFAOYSA-N	140.939	-1.630	50	10	AAGE	
CNC(=O)Nc1ccnc(B(O)O)c1	405156219	WQXMJCDGMRQQFE-UHFFFAOYSA-N	194.987	-1.487	50	10	AAGE	
C[C@H](CO)CN(C)[C@H](C)C(=O)NN	708458617	JWAQUVRMJRWIKS-NKWVEPMBSA-N	189.259	-1.075	50	10	AAGE	
CCS(=O)(=O)NNC=O	1858080895	VWTWOIJNUJRUBB-UHFFFAOYSA-N	152.175	-1.413	50	10	AAGE	
CN1C[C@@H]2C[C@H]1CN2C(=O)NN	1881032050	SKCHTNDCZUBYKX-WDSKDSINSA-N	170.216	-1.042	50	10	AAGE	
CN(CC(=O)NN)CC(CO)CO	1930692101	AYAJEUGBCFEURL-UHFFFAOYSA-N	191.231	-2.491	50	10	AAGE	
O=C(c1c[nH]nc1B(O)O)N1CCC1	2241478473	GCSRNEFISMHEID-UHFFFAOYSA-N	194.987	-2.065	50	10	AAGE	
CON(C)C(=O)c1cocc1B(O)O	2241751052	YDXIOTILTHBJIB-UHFFFAOYSA-N	198.971	-1.407	50	10	AAGE	
C[C@H]1CNC[C@@H](C)N1CC(=O)NN	77002858	ICGLBBPGXAHKSX-KNVOCYPGSA-N	186.259	-1.342	50	10	AAGE	
NC(=O)NCCB(O)O	238585118	JBAWCHWDZVGWQI-UHFFFAOYSA-N	131.928	-1.873	50	10	AAGE	
OC[C@@H]1NC[C@H](Cl)[C@@H]1O	238664910	IWEPYFZAWJSTGF-YUPRTTJUSA-N	151.593	-1.081	50	10	AAGE	
COC(=O)C(=O)NNC(N)=O	306320440	JYELPGXXSZUKHU-UHFFFAOYSA-N	161.117	-2.141	50	10	AAGE	
CCCOCCn1cc(B(O)O)cn1	694501587	PUVHSYYBLIHRIM-UHFFFAOYSA-N	198.031	-1.011	50	10	AAGE	
NC[C@@H]1[C@H](C(=O)NN)C1(F)F	715076787	BPIFNSQLKITELD-PWNYCUMCSA-N	165.143	-1.184	50	10	AAGE	
NNC(=O)N1CC[C@H](O)[C@H](O)C1	1881080002	DSJSNVJBFBVISR-CRCLSJGQSA-N	175.188	-2.003	50	10	AAGE	
NNC(=O)CCN1C[C@H]2COC[C@H]21	1882699107	REUKDJVHRNWFEJ-NKWVEPMBSA-N	185.227	-1.303	50	10	AAGE	
O=C(NCC#CB(O)O)[C@H]1C[C@@H]1CF	1895075522	MHGFREFAQBNTEO-RQJHMYQMSA-N	198.990	-1.276	50	10	AAGE	
C[C@H](Cn1cnccc1=O)C(=O)NN	1912214941	AZSAFYLARZKJKO-ZCFIWIBFSA-N	196.210	-1.131	50	10	AAGE	
COC[C@H](C)C(=O)NNC(N)=O	1923995909	SMNJISQZYLBRQI-BYPYZUCNSA-N	175.188	-1.032	50	10	AAGE	
NNC(=O)N1CCO[C@H](CCO)C1	1954101063	SRXIKOYIIIUKHH-ZCFIWIBFSA-N	189.215	-1.347	50	10	AAGE	
CN(C)NC(=O)c1c[nH]nc1B(O)O	2241474745	KEEHVQPTFLUOIS-UHFFFAOYSA-N	197.991	-2.704	50	10	AAGE	
CC(=O)NC(=O)c1ccoc1B(O)O	2241478713	KQXXUCWBALJLMS-UHFFFAOYSA-N	196.955	-1.764	50	10	AAGE	
N#CNC(=O)c1ncsc1B(O)O	2241480189	FTYDQDWKURIDAM-UHFFFAOYSA-N	196.984	-1.966	50	10	AAGE	
NNC(=O)c1nccnc1B(O)O	2241506574	UIQXBNJSKARWGY-UHFFFAOYSA-N	181.948	-3.240	50	10	AAGE	
N[C@H](B(O)O)[C@H]1[C@@H]2CCOC[C@@H]21	2297115249	UVZIGRKCXLFFSE-BWBBJGPYSA-N	171.005	-1.392	50	10	AAGE	
N[C@H](C(=O)O)[C@@H](O)CCl	5131811	CETUIFTXYGHITB-HRFVKAFMSA-N	153.565	-1.002	50	10	AAGE	in-vitro
CCNC(=O)CN(C)C(=O)NN	49725059	GPRHZPDPCUAVLS-UHFFFAOYSA-N	174.204	-1.362	50	10	AAGE	
CN(CC(C)(C)O)C(=O)C(=O)NN	86275606	OOFWMADJORJNCE-UHFFFAOYSA-N	189.215	-1.794	50	10	AAGE	
Cn1ccnc1CB(O)O	211924946	ZQJCEDVLZCUKSH-UHFFFAOYSA-N	139.951	-1.025	50	10	AAGE	
C[C@H](C(=O)NN)N1C[C@H]2C[C@H]1CO2	307161143	WTTPXHUFFJRWSZ-DSYKOEDSSA-N	185.227	-1.162	50	10	AAGE	
CN(CC[S@@](C)=O)C(=O)NN	307656080	PMMVRMISRSBHQP-LLVKDONJSA-N	179.245	-1.120	50	10	AAGE	
CC(C)C(=O)NNC(=O)CC(N)=O	308227092	FGDNUYGDBUBQQD-UHFFFAOYSA-N	187.199	-1.335	50	10	AAGE	
O=CNN=C[C@H](O)[C@@H](O)[C@@H](O)CO	308231923	TYLXBMBILSJXNP-HCWXCVPCSA-N	192.171	-3.207	50	10	AAGE	
C[S@@](=O)CC(=O)NN	526872660	YIEOTIMRPCMIKT-MRVPVSSYSA-N	136.176	-1.645	50	10	AAGE	
CN1C[C@H]2COC[C@]2(C(=O)NN)C1	708200034	CYOWECWOVLLANS-POYBYMJQSA-N	185.227	-1.446	50	10	AAGE	
CN(NC(=O)CNO)S(C)(=O)=O	1888604956	BCTUFHSVMGNUQW-UHFFFAOYSA-N	197.216	-2.112	50	10	AAGE	
NNC(=O)CN1C[C@H](C2CC2)[C@@H](O)C1	1929071601	QKLSWGSHVCFEEZ-SFYZADRCSA-N	199.254	-1.321	50	10	AAGE	
CO[C@H]1CNCC[C@H]1C(=O)NN	1932346428	APKFZAJZEVOBQV-RITPCOANSA-N	173.216	-1.399	50	10	AAGE	
C[C@H]1CNCCN1C(=O)NN	1953267566	IIJJJCHKLLZOOS-YFKPBYRVSA-N	158.205	-1.137	50	10	AAGE	
C[C@H]1COC[C@@H](C(=O)NN(C)C)N1	1953942877	UHZKFDWMNJBNTQ-BQBZGAKWSA-N	187.243	-1.044	50	10	AAGE	
NC(=O)[C@@H](O)CNC(=O)C#CB(O)O	2241475924	IEZAFYXEMYBLNJ-BYPYZUCNSA-N	199.959	-4.036	50	10	AAGE	
O=C(NO)c1sncc1B(O)O	2241584015	HYEVNRSRTSLAAF-UHFFFAOYSA-N	187.973	-2.058	50	10	AAGE	
C[C@H](CF)N(C)C(=O)C#CB(O)O	2241733193	SUCFBAJPURFQBJ-ZCFIWIBFSA-N	186.979	-1.182	50	10	AAGE	
CN(CCO)C(=O)NN	37899726	AVJQIZIASXPQBM-UHFFFAOYSA-N	133.151	-1.506	50	10	AAGE	
OB(O)C1=CCNC1	200987379	VHOVLXMLZLNXEO-UHFFFAOYSA-N	112.925	-1.472	50	10	AAGE	
CO[C@]1(C(=O)NN)CCNC1	575549654	LILHAEWFBDICPW-ZCFIWIBFSA-N	159.189	-1.645	50	10	AAGE	
COCCOC1CN(C(=O)NN)C1	707347224	QANGGJJVFOQSMA-UHFFFAOYSA-N	189.215	-1.083	50	10	AAGE	
N#CC1=CCN(C[C@@H](N)C(N)=O)CC1	1917098520	UDKYKLZXWPWZIC-MRVPVSSYSA-N	194.238	-1.045	50	10	AAGE	
C[C@H](O)[C@@H](N)[C@@H](O)C#N	1952796164	VBCDNPYVVBRROZ-VAYJURFESA-N	130.147	-1.421	50	10	AAGE	
CN(CC(=O)NN)C[C@@H]1[C@@H]2COC[C@@H]21	1957269336	JPYDKCBSGGLADQ-RNLVFQAGSA-N	199.254	-1.200	50	10	AAGE	
NC(=O)NNC(=O)c1ccno1	2209079455	GQHLXSOTHKCALH-UHFFFAOYSA-N	170.128	-1.012	50	10	AAGE	
O=C(O)C=CCNC(=O)C#CB(O)O	2241583782	DFEYFQZLLZRGMZ-UHFFFAOYSA-N	196.955	-2.241	50	10	AAGE	
NNC(=O)CNc1cn[nH]c(=O)n1	3072168	ILDCUVVEILXKAG-UHFFFAOYSA-N	184.159	-2.433	50	10	AAGE	
C[C@@H](NNC(N)=O)C(=O)O	38887925	BCWAVSSLHRDPOL-UWTATZPHSA-N	147.134	-1.368	50	10	AAGE	
CC[C@@H](CO)NC(=O)C(=O)NN	58847081	KBHAMNBWJWEZHR-BYPYZUCNSA-N	175.188	-2.137	50	10	AAGE	
CCCN[C@H]1COC[C@@H]1C(=O)NN	85390123	CTBRBXBOOKYMHE-BQBZGAKWSA-N	187.243	-1.009	50	10	AAGE	
CCn1ncc(N)c1B(O)O	204479382	ZLBWUBMPAHGUEP-UHFFFAOYSA-N	154.966	-1.835	50	10	AAGE	
Cn1c(NNC(N)=O)cc(=O)[nH]c1=O	238538786	RGPSOHABUXUILW-UHFFFAOYSA-N	199.170	-1.931	50	10	AAGE	
O[C@H]1CO[C@H](CCl)[C@@H](O)[C@@H]1O	238705910	AHPRTTITVYSBFI-SLPGGIOYSA-N	182.603	-1.293	50	10	AAGE	
COC(=O)Nc1ccnc(B(O)O)c1	405188036	QCOFHMKBUXFMIL-UHFFFAOYSA-N	195.971	-1.060	50	10	AAGE	
N#C/C(=C(/N)NCCO)[N+](=O)[O-]	687808170	JFJQDOJPYLCZSY-SNAWJCMRSA-N	172.144	-1.504	50	10	AAGE	
OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](Cl)[C@H]1O	1085210835	CRJLKIILIKSPDH-GNFDWLABSA-N	198.602	-1.975	50	10	AAGE	
COC[C@H]1C[C@@H]1C(=O)NNC(N)=O	1882998560	WLYUQEWTKGRJLI-UHNVWZDZSA-N	187.199	-1.032	50	10	AAGE	
NNC(=O)C(=O)N[C@@H]1C[C@]12CCOC2	1895344368	RISPBAFPRDHDQZ-XRGYYRRGSA-N	199.210	-1.729	50	10	AAGE	
NNC(=O)C(=O)N=c1ccnc(O)[nH]1	1933173630	WPFWOYFUIMOIIH-UHFFFAOYSA-N	197.154	-2.468	50	10	AAGE	
NNC(=O)[C@@H]1CC(C(=O)O)=NO1	1953470611	ASUONICJSUELLQ-VKHMYHEASA-N	173.128	-1.794	50	10	AAGE	
CN(C)NC(=O)[C@@H]1CCOC[C@@H]1N	1954417954	VNKFLVOIWGFNRH-RQJHMYQMSA-N	187.243	-1.057	50	10	AAGE	
C[C@H](C(=O)NN)N(C)Cc1ncon1	1955516904	WDAWXXIWGZIXDM-RXMQYKEDSA-N	199.214	-1.120	50	10	AAGE	
Cc1cnc2c(B(O)O)cnn2c1	2209400430	VVHZTKDCIUQHGB-UHFFFAOYSA-N	176.972	-1.282	50	10	AAGE	
C[C@@H](CO)Nc1ncccc1B(O)O	2210060978	OXLQNKXBPQWEIA-LURJTMIESA-N	196.015	-1.446	50	10	AAGE	
Cc1cc(C(=O)N(C)O)oc1B(O)O	2241479860	GAYVQTLFJLYBDH-UHFFFAOYSA-N	198.971	-1.271	50	10	AAGE	
NNC(=O)[C@H]1CCOCCN1	2241664685	UDEOKIYNTOYZSX-RXMQYKEDSA-N	159.189	-1.645	50	10	AAGE	
OCC#CCN1CCC(B(O)O)CC1	2241742231	XEOJJSSXEGMKMR-UHFFFAOYSA-N	197.043	-1.079	50	10	AAGE	
NNC(=O)CN1CC[C@@H]1[C@H](O)CO	2241811049	LIQABIIXZYTYDL-PHDIDXHHSA-N	189.215	-2.596	50	10	AAGE	
C/C(NN)=C(/C(=O)NN)[N+](=O)[O-]	205817520	COCIMMBMYGTOAQ-NSCUHMNNSA-N	175.148	-2.052	50	10	AAGE	
NNC(=O)c1nnc(N)s1	207709623	UFTNZMWGIOLOKY-UHFFFAOYSA-N	159.174	-1.276	50	10	AAGE	
COCCc1cc(B(O)O)ccn1	221603779	RDSPNMMYAHWTOF-UHFFFAOYSA-N	181.000	-1.050	50	10	AAGE	
C[C@@H](Cl)C(=O)NC[C@H](O)C(N)=O	228653015	GWMBPYYPMUVSSW-DMTCNVIQSA-N	194.618	-1.424	50	10	AAGE	
CN(C)NC(=O)c1ncnnc1N	238337491	NGDOOKCAPBDIGH-UHFFFAOYSA-N	182.187	-1.340	50	10	AAGE	
O=CC1=C[C@H](O)[C@H](O)CO1	238674531	SOWXNHCSGHGSDY-NTSWFWBYSA-N	144.126	-1.179	50	10	AAGE	
CONC(=O)NNC(C)=O	306219618	GPWOINCPSMDSDW-UHFFFAOYSA-N	147.134	-1.102	50	10	AAGE	
O=C(CO)NNC1=NCCOC1	306665465	YFLQQPCLVNFHPU-UHFFFAOYSA-N	173.172	-1.972	50	10	AAGE	
Cc1nc(B(O)O)ccc1O	307075543	CHAGEXLAPNKKIX-UHFFFAOYSA-N	152.946	-1.225	50	10	AAGE	
NCCNNC(=O)[C@H]1COCCN1	308553925	YPEFOHOFEXHUOI-ZCFIWIBFSA-N	188.231	-2.446	50	10	AAGE	
Cc1ncoc1C(=O)NCB(O)O	706531521	YXYFDYUUYPSQHH-UHFFFAOYSA-N	183.960	-1.275	50	10	AAGE	
